hole_ID,depth,azimuth,dip
LM-11,685.8,201.98,-81.39
LM-11,701.04,203.79,-81.45
LM-11,716.28,202.85,-81.38
LM-11,731.52,204.35,-81.76
LM-11,746.76,203.74,-81.87
LM-11,762,204.48,-81.44
LM-11,777.24,203.23,-81.47
LM-11,792.48,203.02,-81.65
LM-11,807.72,203.99,-81.42
LM-11,822.96,204.65,-81.67
LM-11,833.93,203.87,-81.54
LM-2,0,208.64,-82.08
LM-2,15.24,205.64,-82.72
LM-2,30.48,212.55,-82.11
LM-2,45.72,211.97,-83.51
LM-2,60.96,215.08,-82.5
LM-2,76.2,218.72,-83.16
LM-2,91.44,216.27,-83.57
LM-2,106.68,206.37,-83.43
LM-2,121.92,206.64,-83.57
LM-2,137.16,206.77,-83.47
LM-2,152.4,212.44,-83.05
LM-2,167.64,213.6,-84.34
LM-2,182.88,206.98,-83.68
LM-2,198.12,207.56,-83.8
LM-2,213.36,210.47,-84.25
LM-2,228.6,212.51,-84.57
LM-2,243.84,216.65,-84.55
LM-2,259.08,211.99,-84.7
LM-2,274.32,206.44,-84.43
LM-2,289.56,214.7,-85.06
LM-2,304.8,213.69,-85.24
LM-2,320.04,213.71,-85.2
LM-2,335.28,210.82,-85.2
LM-2,350.52,217.89,-85.13
LM-2,365.76,216.35,-85.28
LM-2,381,215.86,-85.13
LM-2,396.24,219.98,-84.96
LM-2,411.48,218.48,-85.25
LM-2,426.72,222.98,-85.05
LM-2,441.96,214.72,-85.45
LM-2,457.2,225.01,-85.44
LM-2,472.44,227.83,-84.95
LM-2,487.68,220.39,-85.48
LM-2,502.92,221.57,-85.41
LM-2,518.16,216.73,-85.5
LM-2,533.4,218.1,-85.2
LM-2,548.64,225.61,-85.74
LM-2,563.88,224.67,-85.65
LM-2,579.12,233.55,-85.17
LM-2,594.36,230.95,-85.55
LM-2,609.6,221.08,-85.58
LM-2,624.84,234.37,-85.27
LM-2,640.08,231.5,-85.67
LM-2,655.32,227.32,-85.67
LM-2,670.56,226.85,-85.64
LM-2,685.8,231.58,-85.68
LM-2,701.04,231.47,-85.58
LM-2,716.28,231.15,-85.66
LM-2,731.52,238.13,-85.4
LM-2,746.76,232.03,-85.56
LM-2,762,238.65,-85.44
LM-2,777.24,229.37,-85.16
LM-2,786.39,229.33,-85.16
LM-2,794.31,229.33,-85.16
LM-3,0,222.91,-78.35
LM-3,15.24,217.64,-78.6
LM-3,30.48,226.68,-79.01
LM-3,45.72,225.87,-79.02
LM-3,60.96,220.57,-78.46
LM-3,76.2,220.72,-78.93
LM-3,91.44,227.48,-79.19
LM-3,106.68,219.81,-79.18
LM-3,121.92,220.59,-79.11
LM-3,137.16,219.54,-79.32
LM-3,152.4,219.06,-80.27
LM-3,167.64,223.8,-79.37
LM-3,182.88,222.89,-79.11
LM-3,198.12,218.17,-79.82
LM-3,213.36,219.76,-79.02
LM-3,228.6,221.09,-79.13
LM-3,243.84,222.86,-80.48
LM-3,259.08,218.67,-80.59
LM-3,274.32,217.29,-80.1
LM-3,289.56,216.91,-80.35
LM-3,304.8,223.84,-80.91
LM-3,320.04,219.33,-79.88
LM-3,335.28,217.46,-80.47
LM-3,350.52,217.66,-81.03
LM-3,365.76,216.44,-80.69
LM-3,381,215.83,-80.85
LM-3,396.24,216.4,-81.19
LM-3,411.48,216.9,-81.45
LM-3,426.72,217.64,-81.37
LM-3,441.96,224.21,-81.94
LM-3,457.2,222.14,-81.87
LM-3,472.44,224.68,-82.09
LM-3,487.68,218.28,-81.48
LM-3,502.92,219.54,-81.37
LM-3,518.16,224.6,-80.97
LM-3,533.4,224.44,-81.06
LM-3,548.64,226.89,-81.29
LM-3,563.88,227.82,-81.65
LM-3,579.12,229.52,-82.14
LM-3,594.36,227.58,-83.19
LM-3,609.6,229.49,-82.28
LM-3,624.84,221.68,-82.59
LM-3,640.08,230.89,-82.36
LM-3,655.32,222.3,-82.83
LM-3,670.56,231.08,-82.43
LM-3,685.8,224.69,-82.47
LM-3,701.04,232.96,-83.3
LM-3,716.28,229.06,-82.38
LM-3,731.52,231.35,-82.57
LM-3,746.76,230.26,-82.37
LM-3,762,228.72,-83.52
LM-3,774.19,226.54,-83.25
LM-3,777.24,226.6,-83.19
LM-3,790.65,226.6,-83.19
LM-4,0,273.15,-80.68
LM-4,15.24,272.8,-80.09
LM-4,30.48,275.37,-81
LM-4,45.72,271.24,-81.18
LM-4,60.96,269.55,-80.84
LM-4,76.2,272.92,-81
LM-4,91.44,276.5,-81.38
LM-4,106.68,276.42,-81.12
LM-4,121.92,274.66,-81.56
LM-4,137.16,270.66,-81.2
LM-4,152.4,276.31,-81.39
LM-4,167.64,274.15,-80.98
LM-4,182.88,277.11,-81.49
LM-4,198.12,269.74,-81.66
LM-4,213.36,269.62,-81.46
LM-4,228.6,270.58,-82.04
LM-4,243.84,274.77,-82.12
LM-4,259.08,270.72,-81.71
LM-4,274.32,269.94,-82.2
LM-4,289.56,277.11,-82.43
LM-4,304.8,272.68,-82.07
LM-4,320.04,272.51,-82.34
LM-4,335.28,272.71,-82.43
LM-4,350.52,274.94,-82.07
LM-4,365.76,273.6,-82.15
LM-4,381,273.26,-82.61
LM-4,396.24,274.44,-82.73
LM-4,411.48,274.2,-82.46
LM-4,426.72,278.38,-82.71
LM-4,441.96,270.96,-82.5
LM-4,457.2,276.93,-82.56
LM-4,472.44,273.1,-82.33
LM-4,487.68,270.78,-82.6
LM-4,502.92,269.98,-82.45
LM-4,518.16,275.3,-83.1
LM-4,533.4,276.76,-82.96
LM-4,548.64,276.71,-82.87
LM-4,563.88,276.23,-82.96
LM-4,609.6,276.24,-82.94
LM-4,666.9,276.24,-82.94
LM-5,0,313.84,-76.28
LM-5,15.24,315.94,-76.22
LM-5,30.48,313.81,-76.78
LM-5,45.72,316.92,-76.81
LM-5,60.96,315.15,-76.86
LM-5,76.2,317.87,-76.95
LM-5,91.44,315.77,-76.94
LM-5,106.68,316.51,-77.24
LM-5,121.92,319.72,-76.84
LM-5,137.16,317.64,-77.37
LM-5,152.4,315.02,-77.38
LM-5,167.64,316.72,-77.18
LM-5,182.88,319.68,-77.67
LM-5,198.12,315.21,-77.23
LM-5,213.36,315.38,-77.51
LM-5,228.6,318.73,-77.77
LM-5,243.84,318.3,-77.62
LM-5,259.08,316.45,-77.93
LM-5,274.32,318.61,-77.65
LM-5,289.56,313.82,-77.95
LM-5,304.8,318.76,-77.65
LM-5,320.04,316.82,-77.95
LM-5,335.28,318.95,-78.05
LM-5,350.52,318.73,-77.85
LM-5,365.76,318.06,-77.61
LM-5,381,314.29,-77.69
LM-5,396.24,314.48,-77.9
LM-5,411.48,319.26,-77.76
LM-5,426.72,315.17,-77.72
LM-5,441.96,315.04,-77.94
LM-5,457.2,315.59,-78.04
LM-5,472.44,315.04,-77.78
LM-5,487.68,315.51,-77.94
LM-5,502.92,317.3,-78.14
LM-5,518.16,319.88,-77.63
LM-5,533.4,320.45,-77.64
LM-5,548.64,317.34,-77.99
LM-5,563.88,316.61,-77.82
LM-5,579.12,317.2,-77.77
LM-5,594.36,317.1,-77.77
LM-5,609.6,317.2,-77.8
LM-5,624.84,316.1,-78.07
LM-5,640.08,317.49,-77.96
LM-6,0,157.98,-85.16
LM-6,15.24,158.43,-85.35
LM-6,30.48,159.43,-85.23
LM-6,45.72,160.45,-85.31
LM-6,60.96,161.48,-85.38
LM-6,76.2,158.66,-84.94
LM-6,91.44,160.38,-85.39
LM-6,106.68,157.65,-85.33
LM-6,121.92,161.56,-85.22
LM-6,137.16,159.04,-84.39
LM-6,152.4,156.87,-84.8
LM-6,167.64,156.43,-84.29
LM-6,182.88,154.36,-84.39
LM-6,198.12,155.92,-84.61
LM-6,213.36,151.43,-84.53
LM-6,228.6,150.97,-84.51
LM-6,243.84,154.32,-84.32
LM-6,259.08,153.48,-84.49
LM-6,274.32,155.27,-84.36
LM-6,289.56,157.65,-84.74
LM-6,304.8,162.73,-84.88
LM-6,320.04,156.23,-84.68
LM-6,335.28,154.72,-85.03
LM-6,350.52,156.98,-85.02
LM-6,365.76,152.43,-85.23
LM-6,381,154.83,-85.34
LM-6,396.24,156.84,-85
LM-6,411.48,156.78,-84.92
LM-6,426.72,155.28,-84.59
LM-6,441.96,153.21,-84.92
LM-6,457.2,152.86,-85.17
LM-6,472.44,150.43,-85.19
LM-6,487.68,156.87,-85.11
LM-6,502.92,156.74,-84.68
LM-6,518.16,146.82,-84.71
LM-6,533.4,146.92,-85.44
LM-6,548.64,148.44,-85.28
LM-6,563.88,150.34,-84.99
LM-6,579.12,152.85,-84.79
LM-6,594.36,153.21,-84.61
LM-6,609.6,151.95,-84.6
LM-6,624.84,153.13,-84.76
LM-6,632.46,154.23,-84.77
LM-6,767.18,155,-84.7
LM-7,0,295.12,-78.66
LM-7,15.24,295.76,-78.6
LM-7,30.48,292.5,-79.4
LM-7,45.72,298.53,-78.77
LM-7,60.96,300.31,-79.94
LM-7,76.2,299.97,-79.8
LM-7,91.44,294.34,-79.41
LM-7,106.68,301.26,-79.39
LM-7,121.92,296.43,-78.94
LM-7,137.16,300.63,-80.12
LM-7,152.4,295.76,-80.53
LM-7,167.64,296.15,-79.27
LM-7,182.88,292.74,-79.81
LM-7,198.12,294.24,-79.5
LM-7,213.36,297.41,-79.69
LM-7,228.6,295.07,-79.65
LM-7,243.84,295.32,-80.97
LM-7,259.08,296.13,-81.03
LM-7,274.32,292.17,-80.04
LM-7,289.56,291.97,-80.14
LM-7,304.8,294.81,-80.19
LM-7,320.04,292.29,-80.27
LM-7,335.28,291.58,-80.31
LM-7,350.52,298,-81.08
LM-7,365.76,298,-81.36
LM-7,381,291.36,-80.76
LM-7,396.24,296.11,-80.61
LM-7,411.48,297.33,-81.51
LM-7,426.72,294.81,-81.9
LM-7,441.96,292.24,-81.81
LM-7,457.2,291.96,-81.77
LM-7,472.44,291.45,-81.82
LM-7,487.68,297.25,-81.8
LM-7,502.92,290.08,-81.25
LM-7,518.16,292.83,-81.93
LM-7,533.4,298.22,-81.08
LM-7,548.64,291.87,-81.02
LM-7,563.88,299.26,-81.66
LM-7,579.12,293.14,-80.81
LM-7,594.36,299.5,-81.83
LM-7,598.93,299.6,-80.94
LM-7,608.69,299.7,-80.91
LM-8,0,200.36,-78.41
LM-8,15.24,196.8,-78.03
LM-8,30.48,196.03,-78.69
LM-8,45.72,198.11,-78.79
LM-8,60.96,196.46,-78.4
LM-8,76.2,197.29,-78.44
LM-8,91.44,200.85,-78.52
LM-8,106.68,200.73,-78.49
LM-8,121.92,201.28,-78.61
LM-8,137.16,200.18,-78.46
LM-8,152.4,199.93,-78.35
LM-8,167.64,200.3,-77.97
LM-8,182.88,200.1,-77.99
LM-8,198.12,200.45,-78.01
LM-8,213.36,200.09,-78.13
LM-8,228.6,199.52,-78.23
LM-8,243.84,201.2,-78.59
LM-8,259.08,202.76,-78.43
LM-8,274.32,201.23,-78.19
LM-8,289.56,201.05,-78.45
LM-8,304.8,200.77,-78.22
LM-8,320.04,200.54,-78.07
LM-8,335.28,200.93,-78.47
LM-8,350.52,201.52,-78.53
LM-8,365.76,202.27,-78.79
LM-8,381,200.14,-78.82
LM-8,396.24,200.8,-78.83
LM-8,411.48,200.97,-78.93
LM-8,426.72,201.61,-78.96
LM-8,441.96,202.25,-79.01
LM-8,457.2,204.84,-78.91
LM-8,472.44,203.92,-79.03
LM-8,487.68,203.53,-79.12
LM-8,502.92,203.95,-79.19
LM-8,518.16,204.4,-79.3
LM-8,533.4,205.33,-79.45
LM-8,548.64,204.83,-79.47
LM-8,563.88,205.3,-79.49
LM-8,579.12,205.99,-79.55
LM-8,594.36,206.77,-79.37
LM-8,609.6,206.41,-79.43
LM-8,624.84,206.57,-79.45
LM-8,640.08,206.74,-79.56
LM-8,655.32,206.85,-79.78
LM-8,670.56,206.72,-79.78
LM-8,685.8,207.89,-80.04
LM-8,701.04,207.31,-79.73
LM-8,716.28,207.7,-79.88
LM-8,731.52,210.22,-80.05
LM-8,746.76,208.28,-79.82
LM-8,762,209.41,-79.87
LM-8,777.24,210.62,-80.21
LM-8,792.48,211.09,-79.92
LM-8,807.72,209.7,-79.59
LM-8,822.96,209.82,-79.79
LM-8,829.06,209.7,-79.79
LM-8,914.71,209.7,-79.79
LM-9,0,239.9,-84.49
LM-9,15.24,242.09,-84.86
LM-9,30.48,241.26,-84.62
LM-9,45.72,239.68,-84.69
LM-9,60.96,237.14,-84.78
LM-9,76.2,236.44,-84.92
LM-9,91.44,237.98,-85.14
LM-9,106.68,236.28,-85.28
LM-9,121.92,237.31,-85.28
LM-9,137.16,236.05,-85.6
LM-9,152.4,229.65,-85.5
LM-9,167.64,230.46,-85.53
LM-9,182.88,228.67,-85.62
LM-9,198.12,229,-85.68
LM-9,213.36,230.91,-85.74
LM-9,228.6,229.2,-85.91
LM-9,243.84,230.59,-86.03
LM-9,259.08,228.89,-86.05
LM-9,274.32,230.96,-86.02
LM-9,289.56,231.12,-86.12
LM-9,304.8,229.1,-86.17
LM-9,320.04,230.59,-86.05
LM-9,335.28,229.83,-86.17
LM-9,350.52,229.59,-86.15
LM-9,365.76,230.58,-86.16
LM-9,381,237.31,-86.03
LM-9,396.24,236.58,-86.11
LM-9,411.48,237.28,-86.14
LM-9,426.72,237.8,-86.04
LM-9,441.96,230.29,-86.43
LM-9,457.2,238.1,-86.35
LM-9,472.44,238.48,-86.45
LM-9,487.68,238.99,-86.45
LM-9,502.92,237.02,-86.5
LM-9,518.16,242.69,-86.79
LM-9,533.4,245.46,-86.8
LM-9,548.64,245.23,-86.8
LM-9,563.88,244.8,-86.78
LM-9,579.12,246.23,-86.85
LM-9,594.36,246.03,-86.8
LM-9,609.6,246.6,-86.89
LM-9,624.84,246.2,-86.92
LM-9,640.08,246.14,-86.83
LM-9,655.32,246.4,-86.93
LM-9,670.56,246.44,-86.93
LM-9,685.8,246.64,-86.91
LM-9,701.04,246.09,-86.93
LM-9,734.87,246.09,-86.93
LS-58,0,360,-90
LS-72,0,360,-90
M-22,0,0,-90
M-22,152.4,0,-90
M-22,304.8,0,-89
M-22,426.72,0,-89
M-22,548.64,200,-89
M-22,670.56,112,-85
M-22,816.87,147,-85
M-22,828.14,147,-85
M-28,0,0,-90
M-28,152.4,337,-88
M-28,304.8,337,-89
M-28,457.2,337,-89
M-28,609.6,238,-88
M-28,762,165,-86
M-28,878.44,180,-87
M22-1R,0,340,-70
M22-1R,243.84,340,-70
MB-1,0,115,-80
MB-1,10.36,95,-80
MB-1,40.84,96,-80
MB-1,71.32,100,-80.3
MB-1,101.8,100,-80.18
MB-1,132.28,99,-80.48
MB-1,162.76,127,-76
MB-1,193.24,112,-74.18
MB-1,223.72,102,-80
MB-1,254.2,100,-80.3
MB-1,284.68,102,-80
MB-1,315.16,104,-80
MB-2,0,144.4,-60
MB-2A,0,143.42,-60
MB-2A,28.65,141,-61.3
MB-2A,59.13,140,-61
MB-2A,89.61,141,-61.3
MB-2A,120.09,141.3,-61.45
MB-2A,150.57,140,-62
MB-2A,181.05,140,-62
MB-2A,211.53,144,-62
MB-2A,242.01,142,-62.15
MB-2A,272.49,144,-62.3
MB-2A,302.97,146,-62.3
MB-2A,333.45,143,-62.45
MB-2A,363.93,147,-63
MET-1CK,0,360,-90
MET-1CK,30.48,13,-89.2
MET-1CK,60.96,303,-89.3
MET-1CK,91.44,93,-89.5
MET-1CK,121.92,213,-89.5
MET-1CK,152.4,13,-89.5
MET-1CK,182.88,303,-90
MET-1CK,213.36,153,-90
MET-1CK,243.84,113,-89.5
MET-1CK,274.32,3,-89.3
MET-1CK,309.07,43,-89.3
MET-2CA,0,360,-90
MET-2CA,30.48,333,-89
MET-2CA,60.96,333,-89
MET-2CA,91.44,328,-89
MET-2CA,121.92,43,-89
MET-2CA,152.4,13,-89
MET-2CA,182.88,13,-89.3
MET-3CA,0,360,-90
MET-3CA,32,293,-89
MET-3CA,62.48,293,-89
MET-3CA,92.96,313,-89.3
MET-3CA,123.44,308,-89
MET-3CA,153.92,313,-89.3
MET-4CA,0,360,-90
MET-4CA,26.52,103,-89.2
MET-4CA,57,83,-89
MET-4CA,87.48,43,-89.5
MET-4CA,117.96,103,-89.3
MET-4CA,178.92,353,-89.5
MET-5CK,0,208,-61
MET-5CK,32.61,211,-61.5
MET-5CK,63.09,211,-61
MET-5CK,93.57,211,-61
MET-5CK,124.05,213,-61.3
MET-5CK,154.53,213,-61.3
MET-5CK,185.01,213,-62
MET-5CK,215.49,213,-62
MET-5CK,245.97,213,-61.3
MET-5CK,276.45,213,-61.3
MET-5CK,306.93,212,-61.2
NE-1,0,360,-90
NE-1,152.4,199,-89
NE-1,304.8,204,-88
NE-1,457.2,229,-88
NE-1,609.6,174,-88
NE-1,853.44,135,-86
NE-10,0,180,-80
NE-10,29.57,180,-79.4
NE-10,58.83,180,-78.7
NE-10,88.39,180,-79
NE-10,117.96,180,-79
NE-10,147.22,180,-79.3
NE-10,176.78,180,-78.5
NE-10,206.05,176.6,-78.7
NE-10,235.61,176.6,-79
NE-10,264.87,176.5,-79.3
NE-10,294.44,173.5,-78.8
NE-10,324,173.4,-79.4
NE-10,353.57,173.2,-80
NE-10,383.13,173.2,-80
NE-10,412.7,173.2,-80
NE-10,442.27,176.1,-81
NE-10,471.83,176.4,-80
NE-10,501.4,165,-81
NE-10,531.27,164,-81.5
NE-10,560.83,164,-81.4
NE-10,579.12,167.5,-81.5
NE-10,609.6,166,-80
NE-10,640.08,169,-80
NE-10,670.56,169,-81
NE-10,701.04,167.9,-80
NE-10,731.52,169,-79.5
NE-10,762,170.5,-79.5
NE-10,792.48,172,-79
NE-10,822.96,170.5,-78.5
NE-10,853.44,173.5,-80
NE-10,883.92,172,-79.5
NE-10,914.4,171,-80
NE-10,944.88,175.5,-79
NE-10,975.36,175,-78.5
NE-10,989.38,175,-78.5
NE-2,0,231,-89.3
NE-2,30.48,112,-88.6
NE-2,60.96,96,-87.6
NE-2,91.44,153,-89.3
NE-2,121.92,66,-87.5
NE-2,152.4,66,-87.3
NE-2,182.88,56,-86.1
NE-2,213.36,55,-86
NE-2,243.84,53,-85.6
NE-2,274.32,52,-85.6
NE-2,289.56,62,-86.1
NE-2,304.8,96,-86
NE-2,457.2,79,-85
NE-2,609.6,84,-84
NE-2,762,67,-82
NE-2,952.5,79,-81
NE-2,1027.18,66,-81
NE-2,1028.7,66,-81
NE-3,0,360,-90
NE-3,152.4,144,-90
NE-3,304.8,104,-89
NE-3,457.2,170,-89
NE-3,609.6,200,-88
NE-3,762,60,-88
NE-3,906.78,248,-86.5
NE-3,916.23,248,-90
NE-4,0,360,-90
NE-4,77.42,231,-87
NE-4,229.82,194,-90
NE-4,382.22,169,-89
NE-5,0,360,-90
NE-5,152.4,144,-89
NE-5,304.8,141,-87
NE-5,457.2,109,-89
NE-5,609.6,79,-85
NE-5,762,78,-83
NE-5,914.4,79,-84
NE-5,1057.66,341,-88
NE-5,1058.88,341,-88
NE-6,30.48,290,-86.5
NE-6,60.96,291,-84.25
NE-6,91.44,294,-83
NE-6,121.92,299,-82.25
NE-6,152.4,320,-82
NE-6,182.88,325,-82
NE-6,213.36,325,-82.25
NE-6,243.84,324,-82.5
NE-6,274.32,325,-82.75
NE-6,304.8,327,-82.25
NE-6,335.28,327,-82.25
NE-6,365.76,332,-82.5
NE-6,396.24,334,-82.75
NE-6,426.72,335,-82.75
NE-6,451.1,336,-83
NE-6,548.64,343,-83
NE-6,579.12,342,-83.25
NE-6,609.6,339,-83.75
NE-6,640.08,344,-83.75
NE-6,670.56,354,-82.25
NE-6,701.04,359,-81.25
NE-6,731.52,1,-80.25
NE-6,762,360,-79
NE-6,792.48,1,-78.5
NE-6,822.96,4,-78.75
NE-6,850.39,2,-78.75
NE-6,883.92,357,-78.5
NE-6,914.4,1,-79
NE-6,944.88,4,-78
NE-6,975.36,6,-77
NE-6,1005.84,5,-76.25
NE-6,1036.32,4,-75.25
NE-6,1066.8,6,-75
NE-6,1097.28,9,-74.25
NE-6,1127.76,12,-73.25
NE-6,1158.24,11,-72.5
NE-6,1188.72,10,-71.75
NE-6,1219.2,7,-71
NE-7,0,360,-90
NE-7,181.97,360,-90
NE-8,0,360,-90
NE-8,441.96,360,-90
NE-9,0,360,-90
NE-9,233.78,360,-90
OG-1,0,360,-90
OG-1,163.98,360,-90
OG-2,0,360,-90
OG-2,63.09,360,-90
OOR1,0,360,-90
OOR1,154.84,360,-90
OOR2,0,313,-35
OOR2,269.75,313,-35
OOR3,0,360,-90
OOR3,165.81,360,-90
OOR4,0,60,-80
OOR4,243.84,60,-80
OOR5,0,195,-70
OOR5,102.11,195,-70
OOR6,0,308,-45
OOR6,82.3,308,-45
OP-1,0,116,-50
OP-1,135.94,116,-50
OR-1,0,273,-90
OR-1,30.48,122,-88.6
OR-1,60.96,154,-88.4
OR-1,91.44,130,-88.5
OR-1,121.92,88,-89.5
OR-1,152.4,58,-89.3
OR-1,182.88,316,-89.4
OR-1,213.36,44,-89.1
OR-1,243.84,50,-89.2
OR-1,274.32,316,-89.3
OR-1,298.7,58,-89.3
OR-1,322.17,13,-89.5
OR-10R,0,360,-90
OR-10R,179.83,360,-90
OR-11R,0,360,-90
OR-11R,213.36,360,-90
OR-12R,0,360,-90
OR-12R,182.88,360,-90
OR-13,0,47,-89.5
OR-13,30.48,262,-88.5
OR-13,60.96,281,-89.4
OR-13,91.44,277,-89.3
OR-13,121.92,322,-89.3
OR-13,152.4,324,-89.2
OR-13,182.88,319,-89.3
OR-13,213.36,97,-89.5
OR-13,243.84,258,-89.6
OR-13R,0,47,-89.5
OR-13R,30.48,262,-88.5
OR-13R,60.96,281,-89.4
OR-13R,91.44,277,-89.3
OR-13R,103.63,322,-89.3
OR-14,0,360,-90
OR-14,121.62,313,-89.2
OR-14,152.1,287,-89
OR-14,182.58,293,-89
OR-14,213.06,113,-89
OR-14,243.54,113,-89
OR-14R,0,360,-90
OR-14R,91.44,360,-90
OR-14R,106.68,360,-90
OR-15,0,286,-89.1
OR-15,30.48,250,-89
OR-15,60.96,252,-88.3
OR-15,91.44,250,-87.2
OR-15,121.92,261,-87.4
OR-15,152.4,261,-87.2
OR-15,182.88,262,-87.2
OR-15,213.36,258,-87.3
OR-15,243.84,263,-87
OR-15,266.7,266,-87.2
OR-15R,0,286,-89.1
OR-15R,30.48,250,-89
OR-15R,60.96,252,-88.3
OR-15R,91.44,250,-87.2
OR-15R,109.73,261,-87.4
OR-16,0,360,-90
OR-16,115.21,81,-87.3
OR-16,151.79,83,-87.3
OR-16,176.17,83,-88
OR-16,206.65,73,-87.2
OR-16,237.13,73,-87.3
OR-16,267.61,83,-88
OR-16R,0,360,-90
OR-16R,91.44,81,-87.3
OR-17,106.68,53,-88
OR-17,114.3,48,-88
OR-17,144.78,43,-87.3
OR-17,175.26,38,-87.2
OR-17,205.74,33,-88
OR-17R,0,360,-90
OR-17R,106.68,360,-90
OR-18R,0,360,-90
OR-19R,0,323,-85
OR-1R,0,273,-90
OR-1R,30.48,122,-88.6
OR-1R,60.96,154,-88.4
OR-1R,91.44,130,-88.5
OR-1R,109.73,88,-89.5
OR-20R,0,360,-90
OR-21R,0,360,-90
OR-22R,0,360,-90
OR-23R,0,360,-90
OR-24R,0,360,-90
OR-25R,0,360,-90
OR-26R,0,360,-90
OR-27R,0,360,-90
OR-28R,0,360,-90
OR-29R,0,360,-90
OR-2R,0,360,-90
OR-30R,0,360,-90
OR-31R,0,360,-90
OR-32R,0,360,-90
OR-3R,100.58,143,-63
OR-4R,112.78,323,-63
OR-5R,115.82,143,-51
OR-6R,121.92,323,-59
OR-7R,121.92,360,-90
OR-8R,106.68,323,-61
OR-9R,91.44,143,-57
OR1,0,196,0
OR1,17.37,196,0
OR10,0,162,-27
OR10,50.9,162,-27
OR11,0,360,-45
OR11,25.6,360,-45
OR12,0,240,-45
OR12,36.58,240,-45
OR13,0,240,-50
OR13,73.15,240,-50
OR16,0,338,0
OR16,31.09,338,0
OR17,0,49,0
OR17,19.81,49,0
OR18,0,91,0
OR18,20.42,91,0
OR2,0,174,0
OR2,60.96,174,0
OR3,0,187,0
OR3,41.45,187,0
OR4,0,227,0
OR4,21.95,227,0
OR7,0,185,0
OR7,53.95,185,0
OR9,0,327,0
OR9,29.57,327,0
PB-1R,0,55,-70
PB-1R,60.96,55,-70
PB-2R,0,57,-60
PB-2R,106.68,57,-60
PB-3R,0,12,-55
PB-3R,76.2,12,-55
PB-4R,0,146,-60
PB-4R,30.48,146,-60
PB-5R,0,104,-60
PB-5R,85.34,104,-60
PB30_PLUS_14,0,69.26,-56
PB30_PLUS_14,32.92,70,-57.5
PB30_PLUS_14,63.4,69,-57.5
PB30_PLUS_14,93.88,70,-58
PB30_PLUS_14,124.36,70,-57.5
PB30_PLUS_14,154.84,70,-57.5
PB30_PLUS_14,185.32,72,-58
PB30_PLUS_14,215.8,63,-58
PB30_PLUS_14,246.28,63,-57.5
PB30_PLUS_14,276.76,67,-58
PB30_PLUS_14,307.24,69,-58
PB30_PLUS_14,337.72,69,-57.5
PB30_PLUS_14,368.2,73,-58
PB30_PLUS_14,398.68,72,-58
PB30_PLUS_14,429.16,71,-57.5
PB30_PLUS_14,459.64,74,-58
PB34_PLUS_14,0,44.06,-63
PB34_PLUS_14,27.74,46,-63
PB34_PLUS_14,58.22,49,-63
PB34_PLUS_14,88.7,47,-63.5
PB34_PLUS_14,119.18,49,-63.5
PB34_PLUS_14,149.66,43,-63.5
PB34_PLUS_14,180.14,43,-64
PB34_PLUS_14,210.62,44,-64
PB34_PLUS_14,241.1,43,-64
PB34_PLUS_14,271.58,46,-64
PB38_PLUS_14,0,44.06,-40
PB38_PLUS_14,16.76,45,-40
PB38_PLUS_14,47.24,45,-40
PB38_PLUS_14,77.72,45,-41
PB38_PLUS_14,108.2,44,-41
PB38_PLUS_14,138.68,46,-41
PB38_PLUS_14,169.16,47,-41.5
PC1,0,259,-50
PC1,15.24,267,-50.3
PC1,45.72,267,-50.5
PC1,76.2,266,-51
PC1,106.68,265,-51
PC1,137.16,266,-51.2
PC1,167.64,264,-51.5
PC1,198.12,265,-52
PC1,228.6,266,-51.3
PC1,259.08,267,-52
PO-1R,0,170,-45
PO-1R,152.4,170,-45
R-1-1X,0,360,-90
R-1-1X,92.35,360,-90
R-2,0,360,-90
R-2,12.19,360,-90
R-3,0,270,-45
R-3,50.44,270,-45
RAE-07-016,0,0,-90
RAE-07-016,152.4,30,-88.3
RAE-07-016,304.8,30,-88.5
RAE-07-016,487.68,6,-88.3
RAE-07-016,672.39,17.5,-88.1
RAE-07-016,794.31,34,-88.5
RAE-07-016,916.23,38.4,-87.9
RAE-07-016,1038.15,48.8,-88
RAE-07-016,1160.07,52,-88.3
RAE-07-016,1281.99,62.2,-88.1
RAE-07-016,1324.66,52.6,-87.8
RAE-07-017,0,0,-90
RAE-07-017,30.48,350,-89.1
RAE-07-017,91.44,0,-90
RAE-07-017,182.88,160,-89.1
RAE-07-017,304.8,108,-87.5
RAE-07-017,457.2,112,-87.7
RAE-07-017,519.99,107.5,-88
RAE-07-017,611.43,119.7,-87.8
RAE-07-017,733.35,124.7,-87.6
RAE-07-017,855.27,123.8,-87.5
RAE-07-017,977.19,124.2,-87.4
RAE-07-017,1099.11,125.7,-87.3
RAE-07-018,0,0,-90
RAE-07-018,30.48,360,-89.3
RAE-07-018,60.96,0,-90
RAE-07-018,91.44,110,-88.6
RAE-07-018,274.32,150,-89.1
RAE-07-018,365.76,70,-89.4
RAE-07-018,457.2,25,-89.6
RAE-07-018,548.64,30,-88.9
RAE-07-018,672.39,19.6,-87.3
RAE-07-018,794.31,22.1,-87.7
RAE-07-018,916.23,32.6,-87.4
RAE-07-018,1038.15,32.7,-87.8
